,@mattertype,@welcome
4565,Eviction,Eviction 
4566,Eviction,eviction 
4568,Eviction,we are not currently set up to receive CHA Section 8 vouchers. 
4569,Eviction,Eviction 
4573,Eviction,Remove eviction 
4574,Eviction,Erase a eviction 
4578,Eviction,Eviction
4580,Eviction,Eviction erase 
4581,Eviction,Removing eviction
4582,Eviction,Old eviction
4583,Eviction,My eviction 
4584,Eviction,Eviction 
4587,Eviction,Eviction 
4588,Eviction,Remove a Eviction off my records.
4599,Eviction,Eviction 
4600,Eviction,Evictions 
4603,Eviction,Eviction 
4605,Eviction,I’m homeless I have a eviction on my name 
4606,Eviction,Eviction
4608,Eviction,Trying to get rid of a eviction
4610,Eviction,Old eviction 
4614,Eviction,Eviction 
4615,Eviction,Removing evictions 
4616,Eviction,2nd chance program
4617,Eviction,Clear an eviction
4618,Eviction,Eviction removal
4622,Eviction,Evictions
4625,Eviction,eviction
4626,Eviction,Erase an eviction from your record
4627,Eviction,I have a eviction on me from another state 
4634,Eviction,eviction
4638,Eviction,Remove eviction
4639,Eviction,Eviction 
4641,Eviction,Erase and eviction from my record 
4656,Eviction,Eviction 
4657,Eviction,Evictions 
4660,Eviction,When does the eviction process start in Chicago? From the first day of nonpayment of rent or personal service of notice to terminate tenancy?
4661,Eviction,Eviction
4666,Eviction,Evection
4667,Eviction,Erase an eviction 
4668,Eviction,Erase an eviction 
4669,Eviction,Eviction help 
4671,Eviction,I need help with my landlord. I receive a 5 day notice for unpaid rent and i have proof that tent was paid.
4674,Eviction,erasing evictions
4678,Eviction,Eviction 
4679,Eviction,5-day notice
4684,Eviction,Erase eviction from record
4687,Eviction,evictions
4689,Eviction,Can I get evicted if waiting for rental assistance 
4692,Eviction,Help with getting evictions off my background 
4699,Eviction,Eviction 
4700,Eviction,Remove eviction 
4706,Eviction,I’m getting evicted 
4708,Eviction,I got an eviction notice and approved for rental assistance but because the buildings prematurely filed an eviction notice with out telling me. All chicago rental assistance physically couldn’t send the 9 month of rent to my building 
4709,Eviction,Remove eviction 
4710,Eviction,Eviction
4712,Eviction,Erase my eviction 
4715,Eviction,Landlord harassment/eviction
4717,Eviction,Trying to get evictions of my record
4718,Eviction,Eviction on my record
4721,Eviction,Eviction 
4724,Eviction,So my rent is past due my landlord place a five-day notice on my front door we talked on the about when I would be able to pay the rent which I am waiting for my check to be mailed to me and it will surely be here I pay my rent every month a few days late Granite but I also pay the penalty money extra terrarium I have a two-year lease and he all of a sudden wants to evict me what should I do please help
4725,Eviction,Remove eviction from record
4727,Eviction,My landlord listed the wrong names on the eviction court papers
4730,Eviction,I have a notice to move
4738,Eviction,Eviction 
4739,Eviction,Eviction letter
4745,Eviction,Help with old eviction 
4746,Eviction,Need help with erasing  evictions
4748,Eviction,How to get a eviction off my credit
4749,Eviction,Need help with eviction
4750,Eviction,Evictions 
4751,Eviction,Erase eviction
4754,Eviction,removing evictions off record.
4756,Eviction,No I was looking at that eviction thing that they help with erasing evictions
4757,Eviction,Removing an eviction
4758,Eviction,Hey I was trying to see if I can sign up for eviction help program 
4761,Eviction,Erase eviction
4763,Eviction,Erase eviction
4768,Eviction,Eviction
4771,Eviction,Erase eviction
4772,Eviction,Erase evictions
4778,Eviction,Do you help State of Georgia 
4780,Eviction,Removing eviction 
4782,Eviction,Eviction 
4783,Eviction,Eviction 
4787,Eviction,Need help with removing eviction 
4790,Eviction,Eviction 
4794,Eviction,Eviction
4795,Eviction,Remove eviction 
4796,Eviction,removing eviction from record
4801,Eviction,Evictions
4805,Eviction,eviction
4811,Eviction,Eviction
4816,Eviction,Remove eviction 
4817,Eviction,Erase evictions
4820,Eviction,Get eviction removed 
4821,Eviction,Eviction 
4822,Eviction,Eviction 
4824,Eviction,getting rid of eviction
4826,Eviction,Eviction 
4827,Eviction,evivtion
4831,Eviction,eviction
4832,Eviction,Past eviction 
4837,Eviction,I’m a Milwaukee resident. Do I have to reside in Chicago?
4841,Eviction,I'm trying to see how can I get help for a old eviction on my background
4845,Eviction,Removing an eviction from record
4848,Eviction,Eviction 
4849,Eviction,getting evicted 
4851,Eviction,eviction 
4854,Eviction,I was threatened with eviction and I am waiting for rental assistance
4855,Eviction,Prior Eviction
4856,Eviction,I’m trying to sign up 
4861,Eviction,help with my evection 
4862,Eviction,Legal help
4864,Eviction,I have eviction 
4865,Eviction,I need help with clearing eviction off my recored 
4866,Eviction,Erase eviction 
4870,Eviction,erase eviction record
4871,Eviction,Evictions
4876,Eviction,Eviction 
4884,Eviction,Eviction 
4886,Eviction,eviction
4894,Eviction,erase eviction
4896,Eviction,erase an eviction from my record
4899,Eviction,Eviction
4901,Eviction,erasing a old eviction
4902,Eviction,How long does a landlord have to give us to leave. If we have been here for 3 years
4904,Eviction,How long does the eviction notice have to give if i have lived here for 3 years.
4905,Eviction,I need help with a sealed for a eviction
4907,Eviction,Evictions 
4908,Eviction,How do I file a sealer motion for an eviction 
4913,Eviction,Eviction 
4915,Eviction,evictions
4916,Eviction,Remove eviction 
4922,Eviction,Dealing eviction
4924,Eviction,eviction
4925,Eviction,I have an eviction that was a really unfair situation 
4928,Eviction,Trying to apply to get help getting a eviction off my background 
4929,Eviction,Remove eviction from my credit
4930,Eviction, how long is the notice on a month to month lease
4932,Eviction,eviction
4933,Eviction,Eviction 
4946,Eviction,eviction
4947,Eviction,Evictions 
4948,Eviction,Eviction 
4949,Eviction,Removing evictions
4953,Eviction,Eviction 
4960,Eviction,Eviction 
4961,Eviction,evictions
4962,Eviction,removing eviction
4970,Eviction,I want to file for my evictions to be cleared
4974,Eviction,Is there services in Philadelphia 
4976,Eviction,Erase eviction 
4982,Eviction,I need to get a zoom meeting with a erap evectoion  for a eviction court case 
4983,Eviction,eviction
4986,Eviction,eviction
4988,Eviction,Eviction 
4989,Eviction,eviction
4990,Eviction,eviction
4995,Eviction,eviction
4996,Eviction,eviction
5002,Eviction,I need to register as a new client and cannot find the right place to do this
5005,Eviction,Help with eviction notice
5006,Eviction,Eviction 
5011,Eviction,active eviction and emergency housing
5014,Eviction,eviction removal
5017,Eviction,Eviction
5024,Eviction,Remove. Eviction
5026,Eviction,I face eviction court may 18 and i need a some representation
5029,Eviction,Evictions 
5033,Eviction,impending eviction
5035,Eviction,Eviction 
5038,Eviction,"We are facing a constructive eviction by our landlord under Chicago municipal code 5-12-160, our landlord is retaliating against us and rendering our unit unsafe in an effort to force us out.  "
5041,Eviction,We are scheduled to have an Unlawful Detainee hearing on 05/12/2022 and requested a jury trial on 05/05/2022. Would the request for a jury trial be granted? 619-709-9287 our phone. Thank you so much! 
5049,Eviction,Lease termination
5051,Eviction,housing
5055,Eviction,Eviction 
5056,Eviction,Eviction 
5058,Eviction,Eviction
5067,Eviction,Need help paying eviction 
5070,Eviction,Help with eviction 
5071,Eviction,Eviction 
5074,Eviction,I'm getting evicted
5076,Eviction,I'm getting evicted and I'm disable 
5077,Eviction,I need help 
5080,Eviction,eviction and fair housing discrimination
5081,Eviction,Eviction 
5087,Eviction,Can I get evicted due to false noise complaint although I have children and no where else to go
5090,Eviction,My landlord did not give me 60 days notice that he would not be renewing the lease
5091,Eviction,My landlord wants me to pay her rent and move out in 30 days is that legal?
5093,Eviction,need help negotiating with land lord some represent 
5097,Eviction,I got a 5 day notice for past rent 
5098,Eviction,Hello I’m trying to see can my landlord throw my belongings out when I’m not home 
5099,Eviction,eviction
5103,Eviction,Finding emergency housing.
5111,Eviction,How to avoid eviction 
5117,Eviction,getting subsidized housing with an eviction on my record
5118,Eviction,eviction
5121,Eviction,Eviction help
5130,Eviction,My landlord has giving me a 5 day notice and has major repairs that’s has to be done since last year 
5131,Eviction,Eviction
5132,Eviction,I have been evicted 
5137,Eviction,Eviction 
5138,Eviction,eviction 
5139,Eviction,Eviction 
5140,Eviction,eviction
5142,Eviction,I m facing illegal eviction
5152,Eviction,"I missed my April rent, never received a 30 day notice, paid my may rent and it was applied to April. "
5154,Eviction,My landlord is taking me to court
5160,Eviction,Eviction help
5161,Eviction,eviction
5171,Eviction,rap
5179,Eviction,Eviction notice 
5185,Eviction,exiction summons 
5186,Eviction,eviction 
5192,Eviction,I need help with court
5195,Eviction,Eviction 
5196,Eviction,I got rental assistance but was served an eviction
5199,Eviction,Eviction
5202,Eviction,Erap
5210,Eviction,Eviction
5219,Eviction,Trying to prevent getting evicted 
5221,Eviction,I am in a housing program my lease is up March 31st 2022 I was going to move out until my case worker told me I didn't have to move because of the maintenance issues that I have dealt in the past with this building my caseworker couldn't find a apartment so she told me that the property manager and her came to agreement to do month to month but I'm finding out that I was a liar and now April 27th the landlord put a note out a request for eviction or me what should I do
5223,Eviction,if land lord has been receiving partial payments can he evict you
5229,Eviction,I’m being evicted sheriff served me 2 weeks before my court day. I was told from a lawyer from crpls that I didn’t have to file an appearance just to show up for court. Is this correct?
5234,Eviction,eviciton
5235,Eviction,eviction
5237,Eviction,Can you evict someone without being served 
5238,Eviction,Tenant need help prevent eviction 
5240,Eviction,60 day notice 
5249,Eviction,Landlord try to put me out
5254,Eviction,Rent facing eviction
5264,Eviction,I need help with a eviction
5265,Eviction,Prevent eviction 
5268,Eviction,eviction
5269,Eviction,eviction
5270,Eviction,Eviction 
5278,Eviction,I havent received my keys
5280,Eviction,Housing 
5286,Eviction,Eviction 
5291,Eviction,Eviction
5292,Eviction,lease is ending
5299,Eviction,Eviction 
5301,Eviction,How can you obtain extended 30 day to vacate the property?
5303,Eviction,My landlord is trying to evict me .
5306,Eviction,rent increase
5309,Eviction,1o days notice
5310,Eviction,Eviction
5316,Eviction,can I be evicted for complaining about a handicapped parking spot violation
5317,Eviction,I am getting evicted
5320,Eviction,Eviction
5321,Eviction,eviction for nonpayment
5323,Eviction,Served summons
5324,Eviction,Yes my name is dalina ivery n i have evictions on my back ground 
5329,Eviction,unlawful eviction
5330,Eviction,What rights do i have if the landlord is lying about her lease
5332,Eviction,I got a 5 day notice
5341,Eviction,Erase eviction from record
5343,Eviction,Eviction
5350,Eviction,eviction 
5352,Eviction,Eviction 
5353,Eviction,evictions
5356,Eviction,Eviction proceeding
5360,Eviction,Housing Eviction
5361,Eviction,issues with evication notice
5363,Eviction,Pending eviction 
5367,Eviction,fdgs
5368,Eviction,welcome
5369,Eviction,I APPLIED FOR A GRANT TO HELP COVER RENT AND NOW RECEIVED A 5DAY NOTICE
5375,Eviction,"My landlord served me eviction papers, I'm on section 8  and I currently have emergency moving papers she has been harassing my family and still accepting my rent portion. "
5376,Eviction,eviction 
5384,Eviction,eviction
5390,Eviction,eviction
5396,Eviction,Rent increase in Chicago
5401,Eviction,Eviction
5402,Eviction,Landlord issue 
5403,Eviction,Eviction
5407,Eviction,Rental 
5408,Eviction,Fighting eviction at risk of homeless 
5414,Eviction,I have to go to court tomorrow for eviction and I need help . I'm trying to pay and stay in the unit if possible
5435,Eviction,My landlord is refusing rent and evicting me
5439,Eviction,Call me at 7735620282 it's important
5448,Eviction,I received a 5 day notice
5449,Eviction,"Hello Renny, "
5454,Eviction,Eviction
5463,Eviction,eviction
5465,Eviction,Im a first time user. How do I register?
5470,Eviction,eng
5488,Eviction,Eviction
5490,Eviction,Eviction 
5495,Eviction,Eviction
5496,Eviction,Eviction Summons
5497,Eviction,Wrongful eviction 
5502,Eviction,Legal help to stop eviction 
5504,Eviction,I've applied for Chicago's R.A.PMy landlord 
5505,Eviction,"My landlord wants me to leave voluntarily,with no standard eviction.Just a 5 day notice but I don't have anywhere to go"
5509,Eviction,Eviction 
5510,Eviction,Tenant needing help with eviction 
5511,Eviction,Eviction
5513,Eviction,I need help with a notice to terminate tenancy
5515,Eviction,Can you please give me a call 
5517,Eviction,Eviction removal 
5518,Eviction,Eviction 
5534,Eviction,emergency housing
5545,Eviction,Threatened to get evicted 
5546,Eviction,Can an eviction be eliminated if I agree to move out
5550,Eviction,not renewing lease
5555,Eviction,eviction
5557,Eviction,Remove a filing 
5558,Eviction,eviction
5560,Eviction,Domestic violence incident occurred and I am trying to get out of my lease. 
5561,Eviction,erase a eviction 
5562,Eviction,eviction assistance
5564,Eviction,legal help
5565,Eviction,5 day notice eviction
5567,Eviction,5 day notice 
5569,Eviction,Need representation regarding the Landlord's eviction. Need 
5576,Eviction,Rent
5579,Eviction,Eviction/ lease renewal
5580,Eviction,Eviction 
5584,Eviction,Need to find a landlord that accepts eviction 
5585,Eviction,eviction 
5587,Eviction,I have a case being scheduled for trial for eviction and the landlord has disconnected my lights and gas services prior to trial date
5588,Eviction,eviction 
5592,Eviction,eviction
5593,Eviction,eviction defense
5602,Eviction,Evictions
5606,Eviction,Got a 5 day eviction notice 
5615,Eviction,My lawyer is trying to evict me
5617,Eviction,I'm facing eviction
5618,Eviction,eviction
5619,Eviction,Eviction
5624,Eviction,Eviction
5626,Eviction,eviction appeal
5627,Eviction,Harassing landlord 
5630,Eviction,I need legal advice
5631,Eviction,My building was bought in a tax auction now I’m being threatened to be put out 
5633,Eviction,What is the address to send letter requesting rental payment extension to avoid eviction?
5635,Eviction,my landlord wont except rental assistance
5637,Eviction,Eviction funds help 
5639,Eviction,30 day notice
5641,Eviction,Eviction
5647,Eviction,Applied for Rental Assistance and served 5 day eviction
5648,Eviction,Eviction
5654,Eviction,Paying gas bill to prevent eviction
5657,Eviction,Eviction
5666,Eviction,Stay a eviction
5667,Eviction,I got threatened by my landlord n her fckn lawyers n the real estate company
5672,Eviction,I just received a 5 day notice of eviction from my landlord. I'm 60 years old and on SSI and work part time. I don't know what to do. 
5678,Eviction,Getting rid of an eviction 
5686,Eviction,eviction utilities
5689,Eviction,eviction
5690,Eviction,Can a landlord keep a tenant property after eviction 
5691,Eviction,eviction
5692,Eviction,I’m waiting on renter assistance and my landlord just failed an eviction towards me 
5696,Eviction,My landlord is trying to evict my but I risk homelessness’s with my 2yr old baby
5699,Eviction,Remove eviction
5703,Eviction,"I live in Illinois and was evicted today by the sheriffs, how long so I have to pick up my belongings?"
5706,Eviction,Evection 
5710,Eviction,Eviction
5711,Eviction,Eviction
5720,Eviction,Free lawyer
5724,Eviction,"I have an eviction, and need help "
5725,Eviction,Eviction
5726,Eviction,Eviction
5729,Eviction,Wrongful eviction 
5732,Eviction,To fill form for eviction removal
5735,Eviction,I’m moving to the Chicago area and I have old evictions on my record that’s affecting me from finding a place to live
5737,Eviction,Eviction 
5740,Eviction,finding housing
5741,Eviction,"I’m trynna get the status of my rental decision, my information is afccdc-422 Annette Crittle, 11620 S Princeton Ave, applied October 5,2021, HomeRiver Group "
5746,Eviction,Housing related
5747,Eviction,Active eviction case
5748,Eviction,Notice to Vacate in IL 
5752,Eviction,can i be evicted  while waiting on aid 
5753,Eviction,eviction summons
5760,Eviction,I need help with a eviction 
5762,Eviction,Eviction 
5765,Eviction,Erasing an eviction 
5771,Eviction,ERASE AN EVICTION FROM YOUR RECORD
5774,Eviction,eviction
5776,Eviction,eviction
5777,Eviction,Removing evictions
5779,Eviction,Eviction rights
5780,Eviction,Tenant eviction rights 
5781,Eviction,I am currently facing eviction while waiting for RAP rental assistance to process my application
5782,Eviction,Eviction
5787,Eviction,eviction
5790,Eviction,how do I erase an eviction from my record
5792,Eviction,File a motion to vacate default judgment
5796,Eviction,Eviction 
5800,Eviction,erase eviction off record
5807,Eviction,Erase eviction
5810,Eviction,I hat been served with eviction letter
5820,Eviction,eviction prevention
5825,Eviction,Eviction 
5826,Eviction,I need help I am being evicted 
5827,Eviction,eviction
5836,Eviction,5 day notice rent behind 
5837,Eviction,I got an eviction notice 
5838,Eviction,Eviction 
5839,Eviction,eviction
5843,Eviction,My rights 9n a 30 day notice
5846,Eviction,Breaking lease
5849,Eviction,Breaking the lease
5854,Eviction,eviction
5856,Eviction,Cclahd registration 
5858,Eviction,Help with active eviction 
5860,Eviction,EVICTION
5867,Eviction,Eviction notice 
5869,Eviction,Eviction clear 
5873,Eviction,Eviction 
5874,Eviction,Eviction 
5875,Eviction,i wanna know if i have any eviction on my history and if i do how can i c=get them off
5878,Eviction,I need to get at least six months to get my affair together so I can move out
5879,Eviction,Erase eviction 
5881,Eviction,I have court for eviction hearing
5882,Eviction,Eviction 
5886,Eviction,Get old eviction 
5896,Eviction,Need help getting eviction erased 
5903,Eviction,Get rid of an eviction
5905,Eviction,Eviction removal from records 
5906,Eviction,Removing evictions
5907,Eviction,I have a court date and my landlord is trying to evict me
5919,Eviction,Landlord won't follow eviction rules.  Using harassment and self generated eviction notice.
5921,Eviction,Im getting evicted
5923,Eviction,I have a eviction and I wanna know how can I get help the landlord went to court nd got me evicted 
5925,Eviction,Hello
5928,Eviction,If I am behind on rent and never did a payment plan. Can my property management make me only have the option to pay what I owe in full? 
5930,Eviction,How can I get my eviction erased
5936,Eviction,Legal help against a possible eviction
5937,Eviction,removing my evictions
5940,Eviction,Eviction
5941,Eviction,Have an eviction 
5943,Eviction,Eviction 
5944,Eviction,Trying to remove a eviction 
5945,Eviction,I've been eviction from my home
5946,Eviction,Eviction 
5947,Eviction,Eviction help
5949,Eviction,Eviction
5953,Eviction,i need an attorney
5954,Eviction,I just received a 30day notice
5955,Eviction,Eviction erasing
5957,Eviction,Removing a eviction 
5959,Eviction,I want to talk about the program that helps get rid of evictions 
5960,Eviction,I have an evection 
5968,Eviction,Eviction 
5970,Eviction,How to stop a Vacation 
5971,Eviction,Do you help someone get a place that has a past eviction 
5972,Eviction,Evictions
5987,Eviction,Evictions 
5990,Eviction,eviction
5992,Eviction,notice of termination of tenancy
5995,Eviction,I’m facing eviction new help
6000,Eviction,unlawful eviction
6003,Eviction,Help with eviction
6005,Eviction,Rental Assistance
6007,Eviction,Eviction clinic 
6009,Eviction,Eviction 
6011,Eviction,Erase eviction
6013,Eviction,Dealing a eviction 
6018,Eviction,Eviction 
6025,Eviction,Erase an eviction 
6027,Eviction,Can I have the eviction thrown out after final judgment if the court has no jurisdiction?
6029,Eviction,I’ve been evicted
6033,Eviction,Eviction
6041,Eviction,60 day notice
6053,Eviction,Eviction 
6054,Eviction,Eviction 
6056,Eviction,To remove a old eviction
6060,Eviction,Erase an eviction from my record
6061,Eviction,Eviction 
6062,Eviction,How to remove an eviction or judgment 
6063,Eviction,Removing an eviction 
6065,Eviction,Finding housing with eviction 
6066,Eviction,Eviction 
6067,Eviction,Eviction Clinic
6068,Eviction,Eviction 
6070,Eviction,Stealing a motion
6071,Eviction,Eviction 
6073,Eviction,Erase evictions
6075,Eviction,Eviction 
6076,Eviction,Eviction
6077,Eviction,Eviction
6078,Eviction,Eviction 
6082,Eviction,Eviction 
6083,Eviction,Need help getting eviction off my record
6085,Eviction,Erasing evictions off my rental history 
6086,Eviction,Eviction 
6087,Eviction,Eviction 
6091,Eviction,Clearing an eviction 
6092,Eviction,eviction 
6095,Eviction,eviction sheriff  coming april 15 2022
6098,Eviction,Erase an Eviction
6101,Eviction,I am trying to get a paid off eviction off my credit
6103,Eviction,Eviction 
6112,Eviction,Erase eviction
6113,Eviction,bad landlord
6114,Eviction,landlord harrassment
6115,Eviction,Eviction
6116,Eviction,erase an eviction
6117,Eviction,Hello 
6119,Eviction,Getting a eviction off my name
6121,Eviction,Erase eviction
6122,Eviction,Eviction expunged 
6123,Eviction,writing off eveiction 
6124,Eviction,Eviction
6125,Eviction,I have two eviction on me and it’s spotting me to get an home 
6127,Eviction,Eviction 
6129,Eviction,Past evictions 
6133,Eviction,I’m trying to get some evidence steal
6134,Eviction,Eviction
6135,Eviction,Trying to get some eviction steal 
6139,Eviction,I’m being put out but I’m approved help they haven’t gotten the money 
6140,Eviction,Eviction 
6142,Eviction,Eviction 
6145,Eviction,Eviction 
6146,Eviction,Eviction 
6149,Eviction,Eviction 
6154,Eviction,Evetion
6156,Eviction,Hi I need help with registering for the eviction removal .
6162,Eviction,Erasing an eviction of my credit
6165,Eviction,How do I get an appointment for eviction help
6169,Eviction,Eviction 
6171,Eviction,Eviction 
6172,Eviction,An old eviction 
6173,Eviction,Remove an eviction.
6175,Eviction,I’m waiting on rental assistance but my landlord is threatening to evict
6176,Eviction,Eviction
6177,Eviction,Getting a eviction of my record
6178,Eviction,Eviction
6179,Eviction,Eviction
6181,Eviction,Eviction removal
6185,Eviction,Eviction 
6189,Eviction,Eviction
6195,Eviction,Clear eviction 
6197,Eviction,active eviction
6199,Eviction,Evictions
6201,Eviction,Eviction on record
6202,Eviction,Eviction expungement 
6203,Eviction,Eviction 
6204,Eviction,Remove eviction 
6208,Eviction,Getting eviction off my record
6209,Eviction,erase eviction
6210,Eviction,Eviction 
6217,Eviction,"I was evicted in 2019 for not resurfing and i check and see they want me to pay 11,00"
6218,Eviction,Evictions 
6223,Eviction,eviction
6227,Eviction,Eviction
6228,Eviction,Eviction
6229,Eviction,Eviction 
6231,Eviction,"I looked and saw you erase evictions. And I’m behind on rent 2,345 dollars. Trying to see what help you offer "
6234,Eviction,I want to erase a eviction
6240,Eviction,I have a eviction on my back ground 
6242,Eviction,eviction notice
6246,Eviction,Eviction 
6251,Eviction,eviction
6254,Eviction,old eviction help
6256,Eviction,eviction removal
6257,Eviction,Erase eviction 
6264,Eviction,Eviction
6266,Eviction,I am being evicted
6268,Eviction,Utilities 
6270,Eviction,Eviction 
6272,Eviction,Eviction 
6274,Eviction,Esp
6275,Eviction,Eviction removal
6282,Eviction,Eviction 
6284,Eviction,Eviction 
6285,Eviction,Erase an eviction 
6286,Eviction,looking for help on evictions
6287,Eviction,Evictions 
6288,Eviction,I need help regarding the eviction notice served by landlord.
6294,Eviction,Remove eviction 
6295,Eviction,Erase an eviction help
6296,Eviction,Eviction 
6297,Eviction,Eviction 
6300,Eviction,Eviction 
6301,Eviction,How long does an eviction stay on your record? 
6305,Eviction,Malachiminer@gmail.com
6310,Eviction,Eviction 
6312,Eviction,Eviction removal 
6315,Eviction,I’m trying to erase an eviction off my credit
6319,Eviction,Eviction 
6320,Eviction,Eviction 
6323,Eviction,eviction
6326,Eviction,im trying get eviction off 
6331,Eviction,Eviction
6333,Eviction,Get an eviction removed
6334,Eviction,Erace Evictions 
6338,Eviction,Eviction
6340,Eviction,Evictions 
6341,Eviction,Eviction
6343,Eviction,Eviction
6348,Eviction,Evictions 
6349,Eviction,Eviction removal 
6351,Eviction,Getting my eviction removed
6358,Eviction,eviction
6359,Eviction,Remove eviction or judgements
6362,Eviction,Erase an eviction 
6364,Eviction,How can I set appointment 
6366,Eviction,Eviction 
6367,Eviction,Remove eviction off background 
6369,Eviction,Eviction 
6372,Eviction,Removing eviction 
6373,Eviction,Eviction 
6375,Eviction,Removing eviction from background 
6376,Eviction,Eviction
6380,Eviction,Eviction 
6381,Eviction,Eviction 
6383,Eviction,Erase eviction
6395,Eviction,Eviction
6396,Eviction,Help me get a eviction off my credit
6402,Eviction,Eviction
6407,Eviction,My landlord filed an eviction against me
6408,Eviction,erase eviction
6411,Eviction,eviction 
6413,Eviction,Eviction 
6414,Eviction,Erase an eviction from my record
6416,Eviction,Eviction
6418,Eviction,Removing eviction
6420,Eviction,Past eviction 
6422,Eviction,Eviction
6423,Eviction,Get a eviction off my record 
6424,Eviction,Evictions 
6425,Eviction,Active eviction
6427,Eviction,Eviction removal 
6428,Eviction,File a Claim
6433,Eviction,How do I get an active eviction removed from my credit report
6436,Eviction,Eviction
6447,Eviction,my landlord gave my contact info to a leasing agent 90 days before lease end
6448,Eviction,Reserve a spot
6450,Eviction,Eviction 
6456,Eviction,Eviction representation
6457,Eviction,I need legal advice
6458,Eviction,Finding a place to stay
6462,Eviction,erase an eviction
6464,Eviction,eviction cleared
6465,Eviction,Need help with tenant eviction 
6467,Eviction,Eviction
6468,Eviction,Eviction help
6476,Eviction,Eviction
6477,Eviction,eviction
6481,Eviction,Being evicted for being a victim of domestic violence
6482,Eviction,When do I have to inform my landlord that I'm renewing
6483,Eviction,Eviction 
6485,Eviction,Help with active eviction 
6492,Eviction,Cuando se pago rentals y the dan Dan 5 days notice?
6493,Eviction,erase eviction
6495,Eviction,Get eviction off 
6496,Eviction,Eviction 
6497,Eviction,Eviction 
6498,Eviction,Eviction removal 
6501,Eviction,I need help with erasing an eviction from my record
6502,Eviction,Eviction 
6506,Eviction,Eviction 
6507,Eviction,Eviction
6511,Eviction,Help with notice of motion for extension of eviction writ
6512,Eviction,Eviction 
6518,Eviction,Eviction removal 
6521,Eviction,Problems eviction 
6526,Eviction,eviction defense
6535,Eviction,Old eviction 
6539,Eviction,Eviction notice 
6540,Eviction,Evictions 
6548,Eviction,Erase an eviction
6549,Eviction,Selling eviction
6551,Eviction,eviction 
6552,Eviction,I need to know how to remove an eviction that is 7 years old.
6556,Eviction,check for an eviction
6558,Eviction,Eviction 
6563,Eviction,evictions
6564,Eviction,evictions and finding me a place 
6565,Eviction,Past eviction history
6568,Eviction,Evictions 
6571,Eviction,Remove eviction 
6574,Eviction,eviction
6575,Eviction,illegal eviction
6578,Eviction,Eviction off my background 
6579,Eviction,eviction
6581,Eviction,Eviction
6582,Eviction,Hi
6583,Eviction,Evection
6585,Eviction,What is the eviction process?
6586,Eviction,Eviction 
6589,Eviction,month to month lease 
6596,Eviction,I need to get an old eviction removed from my record 
6598,Eviction,Help with eviction 
6600,Eviction,Eviction removal
6601,Eviction,My landlord gave me a 60 day eviction notice 
6603,Eviction,Eviction 
6604,Eviction,I have an eviction 
6607,Eviction,How does this work?
6608,Eviction,How to register for eviction help 
6609,Eviction,"i’m getting evicted because i’m so far behind in my rental payment i have no job i’m  turning 65 in a couple of months , w/ no income only link i have t received none of the stimulis & i don’t no why please help"
6611,Eviction,erasing an old eviction
6612,Eviction,Eviction
6615,Eviction,Need help erasing my eviction 
6616,Eviction,Erase eviction 
6624,Eviction,Evtions
6625,Eviction,Hello I am looking for help on how to get and Eviction removed 
6627,Eviction,Eviction 
6630,Eviction,Erase evictions
6631,Eviction,How to remove an eviction from my background 
6632,Eviction,Removing an eviction
6638,Eviction,Eviction removal
6640,Eviction,Removing eviction 
6643,Eviction,Evections
6648,Eviction,Eviction 
6655,Eviction,i wanna know if i have an eviction
6656,Eviction,Filing a motion for eviction 
6657,Eviction,Eviction removal from record 
6658,Eviction,Evictions 
6659,Eviction,Remove eviction 
6662,Eviction,eviction noticev
6663,Eviction,Eviction 
6664,Eviction,eviction summons 
6666,Eviction,What if it’s a old eviction 
6667,Eviction,Eviction 
6669,Eviction,Trying to remove an eviction 
6673,Eviction,Eviction
6674,Eviction,Eviction
6675,Eviction,Free lawyer
6677,Eviction,Evictions
6678,Eviction,I have an old eviction that’s stopping me from getting housing 
6681,Eviction,erase an eviction 
6682,Eviction,erase a eviction from your record
6683,Eviction,I have evictions on my record from my past 
6687,Eviction,Negotiating with landlord
6689,Eviction,Remove and eviction 
6695,Eviction,Eviction
6698,Eviction,Erase eviction off of my name 
6703,Eviction,Eviction 
6704,Eviction,Remove eviction off record
6706,Eviction,Removing eviction 
6716,Eviction,Eviction
6719,Eviction,Eviction 
6724,Eviction,Eviction 
6725,Eviction,Evictions 
6726,Eviction,Looking for a apartment but i have a 9 year old eviction on my background from 9 years ago did my part crack who does papa fart don't put that in there getting one at the Box
6727,Eviction,Erase an eviction from your record 
6728,Eviction,Dismissed eviction case
6730,Eviction,Eviction removal 
6732,Eviction,Cancel renter judgment/eviction
6739,Eviction,Eviction 
6740,Eviction,Past evictions
6744,Eviction,Erase an eviction
6751,Eviction,eviction
6753,Eviction,Eviction 
6754,Eviction,Erasing an eviction 
6755,Eviction,Eviction removal 
6757,Eviction,Evictions
6758,Eviction,Evictions 
6759,Eviction,I need to register for help with eviction 
6761,Eviction,Erase eviction 
6762,Eviction,file motions
6763,Eviction,Eviction  sraling
6765,Eviction,Do I have past evictions or judgements 
6767,Eviction,erase an eviction
6769,Eviction,eviction
6779,Eviction,I’m interested in seeking a old eviction record 
6780,Eviction,Judgement 
6785,Eviction,Getting eviction on record
