,@mattertype,@welcome
7196,Rental Assistance,Tenant rights
7199,Rental Assistance,"got terminated from my job, can i get rental assistant "
7200,Rental Assistance,Rent assistance 
7201,Rental Assistance,Can my landlord kick me out if we are waiting for our rental assistance application to be processed?
7213,Rental Assistance,emergency rent assistance
7219,Rental Assistance,place to help pay rent 
7221,Rental Assistance,Can you help with applying for rental assistance? 
7226,Rental Assistance,Rental properties to move into ASAP 
7227,Rental Assistance,Rental assistances 
7231,Rental Assistance,rental assistance
7237,Rental Assistance,Homeless 
7239,Rental Assistance,Rental assistance 
7264,Rental Assistance,Foreclosure of the building I rent in
7265,Rental Assistance,Help with rent 
7281,Rental Assistance,I have a 30 day notice for rent I need help with rent 
7282,Rental Assistance,Rental Assistance
7290,Rental Assistance,Como consigo ayuda
7296,Rental Assistance,Rent
7299,Rental Assistance,Early termination of lease
7318,Rental Assistance,Emergency rental assistance 
7330,Rental Assistance,rental assistance
7334,Rental Assistance,Help
7338,Rental Assistance,Eviction date but can't find a new place what to do? Can I pay next months rent early and stay?
7349,Rental Assistance,I'm behind on rent due to circumstances beyond my control.
7351,Rental Assistance,Need help 
7352,Rental Assistance,rental assistance
7354,Rental Assistance,I am trying to find a way to pay my rent because I am not working 
7362,Rental Assistance,rental assistance chicago
7363,Rental Assistance,rental assistance
7365,Rental Assistance,Do i have to pay rent if there is mold in my unit?
7368,Rental Assistance,Rentak assistance
7369,Rental Assistance,"Renting from family member, can they evict you "
7370,Rental Assistance,"MY NAME IS AKINTUNDE AKINKUNMI, I RESIDENT OF COOK COUNTY 9538 S BENNETT AVE, CHICAGO IL 60617, I NEED A BETTER HOME RIGHT NOW. I HAVE LIVE AT THIS PARTICULAR HOUSE FOR 7YEARS IN ROW AND I NEED BETTER ACCOMMATION BECAUSE OF THE ONGOING CRISIS IN THIS PARTICULAR HOME"
7374,Rental Assistance,finding a rental
7377,Rental Assistance,Rental assistance 
7388,Rental Assistance,Rental assistance 
7389,Rental Assistance,I need help paying rent my landlord is trying to evict me 
7401,Rental Assistance,rental assistance
7414,Rental Assistance,rent assistance
7422,Rental Assistance,Is this for Chicago
7429,Rental Assistance,Rental assistance 
7435,Rental Assistance,I need desperate help paying my rent
7438,Rental Assistance,Can you help pay my rent
7441,Rental Assistance,Rent 
7445,Rental Assistance,Rental payment
7455,Rental Assistance,rental assistance
7456,Rental Assistance,No income
7458,Rental Assistance,Affordable housing
7460,Rental Assistance,rental assistance suburban cook county
7462,Rental Assistance,I have applied for rental assistance they the Department of housing. Housing help@ Illinois. I have a case file number AFCCDC361. It has been more than 60 days and I have not heard anything about the status of my application.  I don’t want to be evicted. My name is Angela Rufus and you reach me at 773-326-9541   Or 470-388-2326. Thank you. 
7468,Rental Assistance,Rental 
7487,Rental Assistance,is this service only for people who pay rent?
7502,Rental Assistance,my landlord is trying to evicte me after not removing mold for the pass 3 months and i just decided this month that they wont get paid til its cleaned out well they didnt like that as much as i dont like having a sick kid cuz hes breathing in mold all the time is there anything i can do
7503,Rental Assistance,Emergency housing
7505,Rental Assistance,rent
7508,Rental Assistance,I was approved for rental assistance the agency sent a check request out February 15 2022 but the landlord keeps texting and today their security came to my house legally can they do that
7514,Rental Assistance,I need help with rent I have a application with the rent help people but my landlord put a 30 day notice on my door and I have 5 kids 
7521,Rental Assistance,zoom
7522,Rental Assistance,rental assistance
7525,Rental Assistance,rent
7526,Rental Assistance,Rental assistance
7531,Rental Assistance,Need help with tent
7532,Rental Assistance,Application for help on
7539,Rental Assistance,rental assistance
7542,Rental Assistance,Rent assistance
7547,Rental Assistance,Safer renting
7551,Rental Assistance,My landlord shut off my lights in my apartment because I’m two months behind in my rent. Can he do that?
7553,Rental Assistance,I owe back rent
7555,Rental Assistance,Rental assistance 
7570,Rental Assistance,Paying rent
7582,Rental Assistance,I went too rent assistance  program Dec 16 and still don't know if I was approved 
7586,Rental Assistance,rental payments
7587,Rental Assistance,Rent assistance 
7589,Rental Assistance,I need to move out of my apartment because the owner needs their apartment back. I am at risk of immediate homelessness with my child
7595,Rental Assistance,Possible eviction 
7603,Rental Assistance,rent 
7614,Rental Assistance,hi
7622,Rental Assistance,Paying my rent
7624,Rental Assistance,Rental assistance
7631,Rental Assistance,Renters assistance 
7639,Rental Assistance,rent assistance
7640,Rental Assistance,Rental assistance 
7661,Rental Assistance,Rental assistance 
7674,Rental Assistance,"Hello,due to pandemic I was not able to work so I fell behind on rent and now my landlord is taking me to court,what can I due"
7675,Rental Assistance,rent assistance
7678,Rental Assistance,Rent
7683,Rental Assistance,My granddaughter rented a apartment and was not told there was a rat problem. Can she brake her lease
7694,Rental Assistance,rental assistance
7697,Rental Assistance,rent help
7704,Rental Assistance,Rental assistance 
7708,Rental Assistance,rental assistance
7712,Rental Assistance,I need rental assistance Iam three months behind 
7716,Rental Assistance,Rental assistant
7719,Rental Assistance,Loss of Income 
7722,Rental Assistance,Rental assistance 
7724,Rental Assistance,Hi I'm paying rent but  my landlord doesn't give rent recipts  how can my landlord prove I'm paying rent
7728,Rental Assistance,"I need help with paying March’s rent, I am short $1,000."
7735,Rental Assistance,My landlord claims I have an unauthorized tenant 
7736,Rental Assistance,rent
7742,Rental Assistance,Rent assistance 
7746,Rental Assistance,What happens when I can't pay rent after a five day notice expires?
7760,Rental Assistance,Rent assistance
7761,Rental Assistance,Renting assistant 
7765,Rental Assistance,rental assistance
7785,Rental Assistance,I’m getting evicted for not paying rent. 
7786,Rental Assistance,help with rent
7790,Rental Assistance,Rental assistance 
7792,Rental Assistance,Rental assistance 
7793,Rental Assistance,Rental assistance 
7794,Rental Assistance,Hi I just received a 5 day notice due to not paying rent. What can i do I have no money 
7795,Rental Assistance,I owe 110 dollars for rent last year and am facing eviction. How can you help
7803,Rental Assistance,Need help to pay rent and utility bills such as gas and energy. 
7804,Rental Assistance,rent
7806,Rental Assistance,Housing for Homeless o lost my apartment 
7807,Rental Assistance,Rent increase of 15%
7811,Rental Assistance,Rent
7819,Rental Assistance,rental assistance
7820,Rental Assistance,My application was refused rental assistance can my case be reopened because of improper review by a case manager
7821,Rental Assistance,Rent assissantce
